CodiProva;NomProva;CodiResultat;NomResultat;LOINC;ProvaAnulada;Sinonims;Secció;Mètode;CENTRE COST;ACTIVITAT
7226V;CULTIU MYCOPLASMA, UREAPLASMA Frotis vaginal;1;MYCOPLASMA, UREAPLASMA Vaginal;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;8
7451G;TINCIÓ GRAM Teixit interfase òssia patela;1;T.Gram t.i.o. patela;0;N;;MICROBIOLOGIA;Tinció de Gram;MICROBIOLOGIA GENERAL;8
7487G;CULTIU Teixit interfase òssia patela;1;Cultiu patela;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;8
8143A;D. MOLECULAR I. TRANSMISSIÓ SEXUAL L. amniòtic;1;PCR ITS L. amniòtic;0;N;;BIOLOGIA MOLECULAR;PCR;REF;8
1198;ACIDS GRASSOS CADENA MOLT LLARGA Sèrum;1;24/22;0;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;7
1198;ACIDS GRASSOS CADENA MOLT LLARGA Sèrum;2;26/22;0;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;7
1198;ACIDS GRASSOS CADENA MOLT LLARGA Sèrum;3;26:00:00;0;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;7
1198;ACIDS GRASSOS CADENA MOLT LLARGA Sèrum;4;22:00;0;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;7
1198;ACIDS GRASSOS CADENA MOLT LLARGA Sèrum;5;24:00:00;0;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;7
1921;CONFIRMATORI CANNABIS Orina;1;CONFIRMATORI CANNABIS Orina;19289-8;N;;TOXICOLOGIA/FARMACOLOGIA;Cromatografia de gasos detector EM;FIMM;7
3012;REVERSE TRIIODOTIRONINA Sèrum;1;T3 REVERSA Sèrum;3052-8;N;;HORMONES;Radioimmunoassaig;REF;7
3184;GH 3 h Sèrum;1;GH 3 h Sèrum;56500-2;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;7
3199;ACTH FRENACIÓ Plasma;1;ACTH FRENACIÓ Plasma;19242-7;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;7
3223;CORTISOL RITME 20h Sèrum;1;CORTISOL RITME 20h Sèrum;0;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;7
3459;INTERLEUCINA 5 (IL5) Sèrum;1;INTERLEUCINA 5 Sèrum;0;N;;IMMUNOLOGIA;Enzimoimmunoassaig;REF;7
3689;ADIPONECTINA Serum;1;ADIPONECTINA;47828-9;N;;HORMONES;Enzimoimmunoassaig;REF;7
4112;A-1 GLICOPROTEÏNA Sèrum;1;A-1 GLICOPROTEÏNA Suero;2685-6;N;;BIOQUÍMICA;Nefelometria;REF;7
4145;COMPLEMENT C9 Sèrum;1;COMPLEMENT C9 Sèrum;4510-4;N;;IMMUNOLOGIA;Immunodifusió radial;REF;7
4179;PROTEÏNA 14.3.3 L. cefalorraquidi;1;PROTEÏNA 14.3.3 LCR;0;N;;BIOQUÍMICA;Immunoblotting;REF;7
4247;CA 15.3 L. pleural;1;CA 15.3 L. pleural;0;N;;MARCADORS TUMORALS;Electroquimioluminescència;ELECSYS / COBAS H232;7
4794;AC. ANTI-RECEPTOR GLUTAMAT (NMDA) Sèrum;1;AC. ANTI-NMDAR Sèrum;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;REF;7
5040;BANDES;1;BANDES;764-1;N;;HEMATOLOGIA;Microscòpia;HEMATOLOGIA GENERAL;7
7035;CULTIU Biòpsia pulmonar;1;CULTIU Biòpsia pulmonar;20474-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7403;CULTIU AEROBI Ferida de mossegada;1;CULTIU Ferida de mossegada;17909-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7404;CULTIU ANAEROBI Ferida de mossegada;1;C.ANAEROBI Ferida de mossegada;17925-9;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7450;CULTIU Redon;1;CULTIU Redon;607-2;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7464;CULTIU Humor vitri;1;CULTIU Humor vitri;611-4;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7514;CULTIU FONGS L. cefaloraquidi;1;CULTIU FONGS LCR;569-4;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7538;CONTROL MICROBIOLÒGIC Aigua incubadors;1;C.M. Aigua incubadors;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
9128;GENOTIP A1-ANTITRIPSINA Sang;1;GENOTIP A1-ANTITRIPSINA;36908-2;N;;BIOLOGIA MOLECULAR;Grandària de fragment-Marcatge fluorescent multicolor;REF;7
9245;FISH BCR ABL t(9:22)(q34.1:q21);1;TIPUS MOSTRA/pH;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;7
9245;FISH BCR ABL t(9:22)(q34.1:q21);2;HIS t(9/22)BCR/ABL;48674-6;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;7
9269;PCR HUMARA;1;Tipus mostra/HUMARA;0;N;;CITOLOGIA HEMATOLÒGICA;PCR;CITO;7
9269;PCR HUMARA;2;PCR HUMARA;36908-2;N;;CITOLOGIA HEMATOLÒGICA;PCR;CITO;7
9340;FISH 7q32 LEZM;1;TIPUS MOSTRA 7q32 LEZM;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;7
9340;FISH 7q32 LEZM;2;FISH 7q32 LEZM;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;7
1986U;VANCOMICINA VALL (URGENT) Sèrum;1;VANCOMICINA VALL (URG) Sèrum;0;N;;TOXICOLOGIA/FARMACOLOGIA;Immunoassaig;CDX90;7
219RM;rAsp f 2 (Aspergillus fumigatus) IgE sèrum;1;IgE rAsp f 2 (A. fumigatus);30990-6;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;7
221RM;rAsp f 4 (Aspergillus fumigatus) IgE sèrum;1;IgE rAsp f 4 (A. fumigatus);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;7
222RM;rAsp f 6 (Aspergillus fumigatus) IgE sèrum;1;IgE rAsp f 6 (A. fumigatus);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;7
3023F;TIROXINA LLIURE (T4 LLIURE ) 60 min Sèrum;1;T4 LLIURE 60 min Sèrum;0;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;7
306A;INSULINA 30 min Sèrum;1;INSULINA 30 min;0;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;7
3494G;LACTAT 3 MINUTS;1;LACTAT 3 MINUTS;0;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;#N/D;7
3495G;LACTAT 5 MINUTS;1;LACTAT 5 MINUTS;0;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;#N/D;7
3500G;GLUCOSA 150 min Sèrum;1;GLUCOSA 150 min Sèrum;0;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;7
3I01;Apis mellifera IgG4 sèrum;1;IgG4 Apis mellifera;26407-7;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;7
3W19;Parietaria officinalis IgG4 sèrum;1;IgG4 Parietaria officinalis;0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;7
4I05;Dolichovespula arenaria IgE sèrum;1;IgE Dolichovespula arenaria;6288-5;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;7
4I75;Vespa crabro IgE sèrum;1;IgE Vespa crabro;15342-9;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;7
7507G;HEMOCULTIU BOSSA HEMODERIVAT ANAEROBI;1;HEMO.HEMODERIVAT ANAEROBI;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7690G;CULTIU Micobacteris L. ascític medi sòlid;1;CULTIU Micobac. Líq.Ascític ms;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;7
7691G;CULTIU Micobacteris L. ascític medi líquid;1;CULTIU Micobac.Líq.Ascític ml;0;N;;MICROBIOLOGIA;Colorimetria;MICROBIOLOGIA GENERAL;7
7692G;TINCIÓ AURAMINA L. Ascític;1;TINCIÓ AURAMINA L. ascític;0;N;;MICROBIOLOGIA;Tinció per fluorescència;MICROBIOLOGIA GENERAL;7
8200S;RPR TREPONEMA PALLIDUM (SEGUIMENT) Sèrum;1;RPR (SEGUIMENT) Sèrum;0;N;;SEROLOGIA INFECCIOSA;Anticossos reagínics;MANUAL GENERAL;7
1002;GLUCOSA 60 min Sèrum;1;GLUCOSA 60 min Sèrum;12646-6;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;6
1069;GAP OSMOLAL Sèrum;1;GAP OSMOLAL Sèrum;0;N;;BIOQUÍMICA;Càlcul;OSMOMETRO;6
1199;FOSFOLÍPIDS Sèrum;1;FOSFOLÍPIDS Sèrum;2568-4;N;;BIOQUÍMICA;Enzimàtic;REF;6
1516;GLUCOSA 4 h Sèrum;1;GLUCOSA 4 h Sèrum;29330-8;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;6
3016;SUBUNITAT ALFA LÀBIL IGF-1 Sèrum;1;SUBUNITAT a-LÀBIL IGF-1 Sèrum;0;N;;HORMONES;Enzimoimmunoassaig;REF;6
3182;GH 1 h Sèrum;1;GH 1 h Sèrum;14146-5;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;6
3599;VITAMINA H Sèrum;1;BIOTINA Sèrum;1980-2;N;BIOTINA, VITAMINA B7, VITAMINA B8;BIOQUÍMICA;Enzimoimmunoassaig;REF;6
4107;RETINOL PROT. FIJ/RBP;1;RETINOL PROT. FIJ/RBP;1836-6;N;;BIOQUÍMICA;Nefelometria;REF;6
4168;IGA SECRETORA Saliva;1;IGA SECRETORA Saliva;26849-0;N;;IMMUNOLOGIA;Enzimoimmunoassaig;REF;6
4265;ANTÍGEN POLIPEPTÍDIC TISSULAR (TPA) Sèrum;1;AG. POLIPEPTÍDIC TISSULAR Srm;63441-0;N;TPA;MARCADORS TUMORALS;Immunoluminiscència;REF;6
4504;AC. ANTI-HMG CoA REDUCTASA Sèrum;1;AC. ANTI-HMG CoA REDUCTASA Srm;0;N;;AUTOIMMUNITAT;Enzimoimmunoassaig;REF;6
7037;CULTIU ANAEROBI Biòpsia pulmonar;1;C. ANAEROBI Biòpsia pulmonar;628-8;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;6
7481;CULTIU FONGS Gangli;1;CULTIU Gangli fongs;578-5;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;6
7485;CULTIU AEROBI Teixit Tendó;1;CULTIU AEROBI Teixit Tendó;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;6
7524;CONTROL MICROBIOLÒGIC Broncoscopi;1;CONTROL Broncoscopi;43442-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;6
7693;TINCIÓ ZIEHL L. peritoneal;1;TINCIÓ ZIEHL L. peritoneal;656-9;N;;MICROBIOLOGIA;Tinció Ziehl-Neelsen;MICROBIOLOGIA GENERAL;6
9230;FISH PML RARA t(15:17)(q22:q21);1;TIPUS MOSTRA/PML;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;6
9230;FISH PML RARA t(15:17)(q22:q21);2;HIS t(15/17)PML/RARA;48674-6;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;6
9239;FISH EGR1(5q31) 5p15;1;TIPUS MOSTRA/5Q;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;6
9239;FISH EGR1(5q31) 5p15;2;HIS:5q-;48674-6;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;6
9343;CGH ARRAY 60K Sang;1;CGH ARRAY 60K Sang;5010355;N;;GENÈTICA;Array;REF;6
9503;MUTACIONS C-KIT;1;TM PCR MUT CKIT;0;N;;CITOLOGIA HEMATOLÒGICA;PCR;CITO;6
9503;MUTACIONS C-KIT;2;PCR MUT C-KIT;36908-2;N;;CITOLOGIA HEMATOLÒGICA;PCR;CITO;6
9570;DEMÈNCIA FRONTOTEMPORAL I/O ELA RP-PCR Sang;1;PCR FTDALS Sang;0;N;;GENÈTICA;PCR;REF;6
9578;DISTRÒFIA OCULOFARÍNGEA GEN PABPN1 (EXP GCN) Sang;1;D. OCULOFARÍNGEA PABPN1 Sang;0;N;;GENÈTICA;Hibridació molecular in situ;REF;6
227RT;nOle e 7 LTP (olivera) IgE sèrum;1;IgE nOle e 7 LTP (olivera);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;6
228RE;rFel d 4 lipocalina (gat) IgE sèrum;1;IgE rFel d 4 lipocalina (gat);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;6
3000C;COMPROVACIÓ TIROTROPINA Sèrum;1;TSH (COMPROVACIÓ) Sèrum;0;N;;HORMONES;Electroquimioluminescència;CENTAURO;6
3022C;COMPROVACIÓ TIROXINA LLIURE Sèrum;1;FT4 (COMPROVACIÓ) Sèrum;0;N;;HORMONES;Electroquimioluminescència;CENTAURO;6
306C;INSULINA 90 min Sèrum;1;INSULINA 90 min;0;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;6
4F31;Pastanaga IgE Sèrum;1;IgE pastanaga;6061-6;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;6
4F36;Coco IgE sèrum;1;Coco IgE Sèrum;6081-4;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;6
4F88;Carn de xai IgE sèrum;1;IgE carn de xai;6155-6;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;6
1003;GLUCOSA 90 min Sèrum;1;GLUCOSA 90 min Sèrum;40003-6;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;5
1068;CREATINA KINASA (CK) PoC;1;CREATINA KINASA (CK) PoC;0;N;;BIOQUÍMICA;Cinètica enzimàtica;COBAS MOVILAB GENERAL;5
1338;CROM Orina esporàdica;1;CROM Orina esporàdica;0;N;;TOXICOLOGIA/FARMACOLOGIA;Espectroscopia d'EA / EM (ICP-MS);REF;5
1352;COBALT Orina esporàdica;1;COBALT orina esporàdica;0;N;;TOXICOLOGIA/FARMACOLOGIA;Espectroscopia d'EA / EM (ICP-MS);REF;5
1517;GLUCOSA 5 h Sèrum;1;GLUCOSA 5 h Sèrum;29331-6;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;5
1860;HOMOCISTINA Orina 24 h;1;HOMOCISTINA Orina 24h;26809-4;N;;BIOQUÍMICA;Cromatografia líquida tàndem masses;REF;5
1964;ETOSUXIMIDA Sèrum;1;ETOSUXIMIDA Sèrum;3616-0;N;;TOXICOLOGIA/FARMACOLOGIA;Cromatografia líquida tàndem masses;LC-MASSES (QTRAP);5
3250;DIAMINOOXIDASA ACTIVITAT Sèrum;1;DAO ACTIVITAT Sèrum;0;N;;HORMONES;Radioimmunoassaig;REF;5
3302;PARATIRINA (PTH INTACTA) 5 min Sèrum;1;PTH-I 5 min Sèrum;38157-4;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;5
3305;COMPROVACIÓ PARATHORMONA Sèrum;1;PTH COMPROVACIÓ;0;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;5
3454;SEROTONINA Orina 24 h;1;SEROTONINA Orina 24 h;18253-5;N;;HORMONES;Enzimoimmunoassaig;REF;5
3502;FERRITINA GLICOSILADA Sèrum;1;FERRITINA GLICOSILADA Sèrum;0;N;;BIOQUÍMICA;Immunoassaig;REF;5
4223;CA 19.9 L. peritoneal;1;CA 19.9 L. peritoneal;0;N;;MARCADORS TUMORALS;Electroquimioluminescència;ELECSYS / COBAS H232;5
4541;AC. ANTI-GANGLIÒSID L. cefalorraquidi;1;AC. ANTI-GM1 LCR;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;HSP;5
4541;AC. ANTI-GANGLIÒSID L. cefalorraquidi;2;AC. ANTI-GM2 LCR;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;HSP;5
4541;AC. ANTI-GANGLIÒSID L. cefalorraquidi;3;AC. ANTI-ASIALOGM1 LCR;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;HSP;5
4541;AC. ANTI-GANGLIÒSID L. cefalorraquidi;4;AC. ANTI-GD1A LCR;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;HSP;5
4541;AC. ANTI-GANGLIÒSID L. cefalorraquidi;5;AC. ANTI-GD1B LCR;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;HSP;5
4541;AC. ANTI-GANGLIÒSID L. cefalorraquidi;6;AC. ANTI-GT1B LCR;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;HSP;5
4541;AC. ANTI-GANGLIÒSID L. cefalorraquidi;7;AC. ANTI-GQ1B LCR;0;N;;AUTOIMMUNITAT;Immunofluorescència indirecta;HSP;5
5195;HEMOSIDERINA Orina esporàdica;1;HEMOSIDERINA Orina esporàdica;17783-2;N;;ORINA/LÍQUIDS/SECREC.;Tinció - Observació microscòpica;REF;5
5614;REORDEN. INCOMPLERT LIMFÒCITS B;1;Tipus mostra/ROT;0;N;DJ;CITOLOGIA HEMATOLÒGICA;PCR;CITO;5
5614;REORDEN. INCOMPLERT LIMFÒCITS B;2;Reor. incomplert limfòcits B ;0;N;DJ;CITOLOGIA HEMATOLÒGICA;PCR;CITO;5
7043;CULTIU FONGS Frotis faringi;1;CULTIU FONGS Frotis faringi;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;5
7045;CULTIU  Aspirat nasofaringi;1;CULTIU  Aspirat nasofaringi;43214-6;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;5
7108;DESPISTATGE CANDIDA Pell - altres localitzacions;1;DESPISTAT. CANDIDA Pell-altres;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;5
7405;TINCIÓ GRAM Ferida de mossegada;1;TINCIÓ GRAM Ferida mossegada;10357-2;N;;MICROBIOLOGIA;Tinció de Gram;MICROBIOLOGIA GENERAL;5
7638;TINCIÓ ZIEHL Ferida;1;T. ZIEHL FERIDA;656-9;N;;MICROBIOLOGIA;Tinció Ziehl-Neelsen;MICROBIOLOGIA GENERAL;5
7655;CULTIU Micobacteris Semen medi sòlid;1;CULTIU Micobacteris Semen MS;543-9;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;5
7657;TINCIÓ AURAMINA Semen;1;TINCIÓ AURAMINA Semen;676-7;N;;MICROBIOLOGIA;Tinció per fluorescència;MICROBIOLOGIA GENERAL;5
7726;ID. FONGS FILAMENTOSOS;1;ID. fongs filamentosos;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;5
8146;D. MOLECULAR S. AUREUS (TOX. PANTON-VALENTINE);1;PCR TOXINA PANTON-VALENTINE;0;N;;BIOLOGIA MOLECULAR;PCR;HVH;5
8167;DETECCIÓ ARN VIH-2 Plasma;1;PCR VIH-2 Plasma;0;N;;BIOLOGIA MOLECULAR;PCR;REF;5
8303;AC. BRUCELLA (COOMBS) Sèrum;1;BRUCELLA COOMBS Sèrum;0;N;;SEROLOGIA INFECCIOSA;Aglutinació;REF;5
9198;EXRES Sang;1;EXRES sang;0;N;;GENÈTICA;Seqüenciació massiva (NGS);QGENOMICS;5
9234;FISH KMT2A (MLL 11q23);1;TIPUS MOSTRA/MLL;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9234;FISH KMT2A (MLL 11q23);2;HIS:11q23/MLL;48674-6;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9247;FISH  IGH BCL2 t(14:18)(q32:q21);1;TIPUS MOSTRA/BLC2;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9247;FISH  IGH BCL2 t(14:18)(q32:q21);2;"HISt(14;18)/IGH/BLC2";48674-6;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9316;FISH COL1A1 PDGFB;1;T. MOSTRA/1722/COL1A1/PDGFB;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9316;FISH COL1A1 PDGFB;2;"HIS:t(17;22)/COL1A1/PDGFB";48674-6;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9363;FISH 1p32 (CDKN2C);1;FISH 1p32 (CDKN2C);0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9363;FISH 1p32 (CDKN2C);2;TIPUS MOSTRA CDKN2C;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;5
9509;MUTACIONS BCR-ABL;1;T. MOSTRA/MUT-ABL;0;N;MUT-ABL;CITOLOGIA HEMATOLÒGICA;PCR;CITO;5
9509;MUTACIONS BCR-ABL;2;MUT-ABL;36908-2;N;MUT-ABL;CITOLOGIA HEMATOLÒGICA;PCR;CITO;5
3F77;b-Lactoglobulina IgG4 sèrum;1;IgG4 b-lactoglobulina;56302-3;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;5
4C50;Ampicil·lina IgE sèrum;1;IgE ampicil·lina;6712-4;N;;AL·LÈRGIA;Immunoluminiscència;REF;5
4C73;Insulina humana IgE sèrum;1;IgE insulina humana;6148-1;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;5
4CK8;Toxoide tetànic IgE sèrum;1;IgE toxoide tetànic;19760-8;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;5
4DK1;Blomia tropicalis IgE sèrum;1;IgE Blomia tropicalis;10921-5;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;5
4F48;Ceba IgE sèrum;1;IgE ceba;6193-7;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;5
4F85;Api IgE sèrum;1;IgE api;6065-7;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;5
4F96;Alvocat IgE sèrum;1;IgE alvocat;6033-5;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;5
4FK6;Verat IgE sèrum;1;IgE verat;7474-0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;5
4FV4;Carn de cargol IgE sèrum;1;IgE carn de cargol;11200-3;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;5
4Q49;Lactosa IgE sèrum;1;IgE lactosa;56879-0;N;;AL·LÈRGIA;Radioisotòpic;REF;5
4SL9;Mongeta tendra IgE sèrum;1;IgE mongeta tendra;6831-2;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;5
4T18;Eucalyptus spp. IgE sèrum;1;Eucalyptus spp. IgE sèrum;6113-5;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;REF;5
4TAB1;TEST D'ACTIVACIÓ DE BASÒFILS 1;1;Al·lergen;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
4TAB1;TEST D'ACTIVACIÓ DE BASÒFILS 1;2;Resultat;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
4TAB2;TEST D'ACTIVACIÓ DE BASÒFILS 2;1;Al·lergen;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
4TAB2;TEST D'ACTIVACIÓ DE BASÒFILS 2;2;Resultat;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
4TAB3;TEST D'ACTIVACIÓ DE BASÒFILS 3;1;Al·lergen;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
4TAB3;TEST D'ACTIVACIÓ DE BASÒFILS 3;2;Resultat;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
4TAB4;TEST D'ACTIVACIÓ DE BASÒFILS 4;1;Al·lergen;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
4TAB4;TEST D'ACTIVACIÓ DE BASÒFILS 4;2;Resultat;0;N;;AL·LÈRGIA;Citometria de flux;CITO;5
7525G;CULTIU Catèter peridural;1;CULTIU Catèter peridural;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;5
769B;ATB MICOBACTERIS/P;1;ATB MICOBACTERIS/P;29579-0;N;;MICROBIOLOGIA;Cultiu;HSP;5
8123G;DETECCIÓ TROPHERYMA WHIPPLEI Femta;1;PCR T. WHIPPLEI Femta;0;N;;BIOLOGIA MOLECULAR;PCR;#N/D;5
8135G;DETECCIÓ TROPHERYMA WHIPPLEI Saliva;1;PCR T. WHIPPLEI Saliva;0;N;;BIOLOGIA MOLECULAR;PCR;#N/D;5
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);1;Hidrogen (0 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);2;Hidrogen (25 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);3;Hidrogen (50 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);4;Hidrogen (75 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);5;Hidrogen (100 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);6;Hidrogen (125 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);7;Hidrogen (150 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);8;Hidrogen (175 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);9;Metà (0 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);10;Metà (25 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);11;Metà (50 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);12;Metà (75 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);13;Metà (100 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
1109;TEST ALÈ INTOLERÀNCIA LACTOSA (TAUKIT);14;Metà (125 min);0;N;;BIOQUÍMICA;Espectrofotometria infraroja;CIC;4
